"rho","Observed_Tau","B_final","MC_Status","MC_Elapsed_Sec","MC_Master_Memory_Max_MB","MC_Worker_Memory_Max_MB","MC_Worker_Memory_Sum_Max_MB","MC_Max_SE_Tau","MC_Max_SE_Xi","Overall_Win_Prob","SE_Overall_Win_Prob","Overall_Loss_Prob","SE_Overall_Loss_Prob","Overall_Tie_Prob","Overall_Net_Benefit","Overall_Win_Ratio","Overall_Win_Odds","Overall_DOOR","Marginal_Win_Prob_E1","SE_Marginal_Win_Prob_E1","Marginal_Loss_Prob_E1","SE_Marginal_Loss_Prob_E1","Conditional_Win_Prob_E2","SE_Conditional_Win_Prob_E2","Conditional_Loss_Prob_E2","SE_Conditional_Loss_Prob_E2","Fixed_SS_from_WR_at_rho0","Theo_Power_NB","Theo_Power_WR","Theo_Power_WO","Theo_Power_DOOR","Emp_Power_NB","Emp_Power_WR","Emp_Power_WO","Emp_Power_DOOR","Type_I_Error_NB","Type_I_Error_WR","Type_I_Error_WO","Type_I_Error_DOOR","Scenario"
0,-0.000115163457932242,200,"CONVERGED",1066.414,193.6,7974.4,159484.8,0.00052533681058017,8.90673938483402e-05,0.55470110953125,0.000286934370882356,0.4400744490625,0.000286601134313667,0.00522444140624989,0.11462666046875,1.26047106509578,1.25893406849011,0.557313330234375,0.52869022140625,0.000289171880128041,0.42475327765625,0.00028546659480709,0.026010888125,1.99467075760219e-05,0.01532117140625,1.63850574777591e-05,454,0.850996130766171,0.850763454189793,0.850871927530784,0.85099613076617,0.8501,0.8478,0.8478,0.8501,0.0505,0.0498,0.0498,0.0505,"Barnhart Example 1 (Cont+Cont, rho0_08)"
0.8,0.590711750531317,200,"CONVERGED",1055.728,139.1,7974.5,159489.2,0.000343348184949094,8.91754378691547e-05,0.5533253615625,0.000287006454535479,0.438087079296875,0.00028647257828946,0.00858755914062509,0.115238282265625,1.26304880401993,1.26049563392213,0.557619141132813,0.52869022140625,0.000289171880128041,0.42475327765625,0.00028546659480709,0.02463514015625,1.95855909177044e-05,0.013333801640625,1.53941026593153e-05,454,0.854710994348525,0.854352996806783,0.854554860813658,0.854710994348524,0.8545,0.8525,0.8525,0.8545,0.0506,0.0497,0.0497,0.0506,"Barnhart Example 1 (Cont+Cont, rho0_08)"
0,0.000180884373219137,550,"CONVERGED",2680.702,136.4,7986.2,154837.4,0.00048522877900771,9.90356760180059e-05,0.290960977130682,0.000183481097528147,0.202027438210228,0.000166120277285419,0.50701158465909,0.0889335389204545,1.4402052498825,1.19522953092813,0.544466769460227,0.135006825823864,0.000150237746218964,0.0851572803693183,0.00012136183794427,0.155954151306818,0.000144237713905255,0.116870157840909,0.000120927845498968,480,0.80768955805307,0.850614050796627,0.807901707036452,0.807689558053069,0.8271,0.826,0.8264,0.8271,0.0517,0.0506,0.0507,0.0517,"Barnhart Example 2 (Bin+Bin, rho0_08)"
0.8,0.495580436790487,600,"CONVERGED",2846.829,137.2,7986.2,154837.7,0.000505379163999553,9.82300430323094e-05,0.239712491380208,0.000176698342647925,0.17423545078125,0.000150756716150865,0.586052057838542,0.0654770405989583,1.37579631645206,1.14012933537968,0.532738520299479,0.135034779791667,0.000146826242820577,0.0851860297916668,0.000118145448983372,0.104677711588542,0.000118699593286097,0.0890494209895834,0.000104789142207319,480,0.608529370578477,0.675605801966129,0.609347342177933,0.608529370578475,0.6411,0.6384,0.6394,0.6411,0.0511,0.0502,0.0505,0.0511,"Barnhart Example 2 (Bin+Bin, rho0_08)"
0,-0.000983591866422294,200,"CONVERGED",918.555,136.3,7978.7,154646.8,0.000694093511484795,8.98150671798455e-05,0.50511968265625,0.000303626998800133,0.38896765890625,0.000291832410758372,0.1059126584375,0.11615202375,1.29861614735943,1.26283258404417,0.558076011875,0.04825129875,0.000158870020087285,0.03796754875,0.000137172255834035,0.45686838390625,0.000288253294091456,0.35100011015625,0.000297696914312199,433,0.850517628338033,0.850790763758241,0.850395125746904,0.850517628338032,0.8493,0.8473,0.8473,0.8493,0.0492,0.0486,0.0487,0.0492,"Barnhart Example 3 (Bin+Cont, rho0_08)"
0.8,0.244973336986032,150,"CONVERGED",715.786,136.9,7976.1,154604.8,0.000564834214449324,9.93169974051307e-05,0.501354427708333,0.000345447022184788,0.386771748333333,0.000338818708596454,0.111873823958334,0.114582679375,1.29625400476833,1.25882186107251,0.5572913396875,0.0483793208333334,0.000185700518161365,0.0380143208333333,0.000166293433818294,0.452975106875,0.000351651544540612,0.3487574275,0.000335793188311385,433,0.841651973814026,0.84170090177659,0.841606686125092,0.841651973814027,0.8427,0.8406,0.8407,0.8427,0.0479,0.0471,0.0471,0.0479,"Barnhart Example 3 (Bin+Cont, rho0_08)"
