"rho","Observed_Tau","B_final","MC_Status","MC_Elapsed_Sec","MC_Master_Memory_Max_MB","MC_Worker_Memory_Max_MB","MC_Worker_Memory_Sum_Max_MB","MC_Max_SE_Tau","MC_Max_SE_Xi","Overall_Win_Prob","SE_Overall_Win_Prob","Overall_Loss_Prob","SE_Overall_Loss_Prob","Overall_Tie_Prob","Overall_Net_Benefit","Overall_Win_Ratio","Overall_Win_Odds","Overall_DOOR","Marginal_Win_Prob_E1","SE_Marginal_Win_Prob_E1","Marginal_Loss_Prob_E1","SE_Marginal_Loss_Prob_E1","Conditional_Win_Prob_E2","SE_Conditional_Win_Prob_E2","Conditional_Loss_Prob_E2","SE_Conditional_Loss_Prob_E2","Fixed_SS_from_WR_at_rho0","Theo_Power_NB","Theo_Power_WR","Theo_Power_WO","Theo_Power_DOOR","Emp_Power_NB","Emp_Power_WR","Emp_Power_WO","Emp_Power_DOOR","Type_I_Error_NB","Type_I_Error_WR","Type_I_Error_WO","Type_I_Error_DOOR"
0,-0.000983591866422294,200,"CONVERGED",918.555,136.3,7978.7,154646.8,0.000694093511484795,8.98150671798455e-05,0.50511968265625,0.000303626998800133,0.38896765890625,0.000291832410758372,0.1059126584375,0.11615202375,1.29861614735943,1.26283258404417,0.558076011875,0.04825129875,0.000158870020087285,0.03796754875,0.000137172255834035,0.45686838390625,0.000288253294091456,0.35100011015625,0.000297696914312199,433,0.850517628338033,0.850790763758241,0.850395125746904,0.850517628338032,0.8493,0.8473,0.8473,0.8493,0.0492,0.0486,0.0487,0.0492
0.8,0.244973336986032,150,"CONVERGED",715.786,136.9,7976.1,154604.8,0.000564834214449324,9.93169974051307e-05,0.501354427708333,0.000345447022184788,0.386771748333333,0.000338818708596454,0.111873823958334,0.114582679375,1.29625400476833,1.25882186107251,0.5572913396875,0.0483793208333334,0.000185700518161365,0.0380143208333333,0.000166293433818294,0.452975106875,0.000351651544540612,0.3487574275,0.000335793188311385,433,0.841651973814026,0.84170090177659,0.841606686125092,0.841651973814027,0.8427,0.8406,0.8407,0.8427,0.0479,0.0471,0.0471,0.0479
